Domain Code,Domain,Area Code,Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1973","1973","°C","0.034","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1974","1974","°C","-0.544","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1975","1975","°C","0.847","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1976","1976","°C","-0.022","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1977","1977","°C","0.692","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1978","1978","°C","-0.107","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1979","1979","°C","0.574","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1980","1980","°C","0.711","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1981","1981","°C","0.237","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1982","1982","°C","-0.66","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1983","1983","°C","0.987","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1984","1984","°C","0.239","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1985","1985","°C","0.429","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1986","1986","°C","0.229","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1987","1987","°C","-0.084","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1988","1988","°C","0.696","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1989","1989","°C","1.011","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1990","1990","°C","0.649","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1991","1991","°C","0.567","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1992","1992","°C","0.006","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1993","1993","°C","-0.069","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1994","1994","°C","0.763","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1995","1995","°C","1.213","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1996","1996","°C","0.451","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1997","1997","°C","1.321","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1998","1998","°C","1.25","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1999","1999","°C","0.506","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2000","2000","°C","1.001","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2001","2001","°C","1.201","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2002","2002","°C","0.971","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2003","2003","°C","1.456","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2004","2004","°C","0.235","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2005","2005","°C","1.752","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2006","2006","°C","1.377","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2007","2007","°C","1.005","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2008","2008","°C","1.587","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2009","2009","°C","1.323","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2010","2010","°C","2.055","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2011","2011","°C","1.56","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2012","2012","°C","1.554","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2013","2013","°C","1.835","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2014","2014","°C","1.312","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2015","2015","°C","1.673","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2016","2016","°C","1.768","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2017","2017","°C","1.648","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2018","2018","°C","2.725","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","2019","2019","°C","2.375","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1961","1961","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1962","1962","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1963","1963","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1964","1964","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1965","1965","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1966","1966","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1967","1967","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1968","1968","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1969","1969","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1970","1970","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1971","1971","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1972","1972","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1973","1973","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1974","1974","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1975","1975","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1976","1976","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1977","1977","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1978","1978","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1979","1979","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1980","1980","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1981","1981","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1982","1982","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1983","1983","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1984","1984","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1985","1985","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1986","1986","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1987","1987","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1988","1988","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1989","1989","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1990","1990","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1991","1991","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1992","1992","°C","0.427","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7007","July","1993","1993","°C","0.427","Fc","Calculated data"
